school1,major1_1,major1_2,major_data,class1,class2,class3,class4,contest_award,previous_class_8,major_field,completed_semester,time_input,desired_job,certificate_acquisition,desired_certificate,desired_job_except_data,incumbents_company_level,incumbents_lecture_scale_reason,interested_company,expected_domain,idea_contest,onedayclass_topic,major type_Unknown,major type_단일 전공,major type_단일 전공공학 (컴퓨터 공학 제외),"major type_복수 전공 ( 다중전공, 이중전공 포함 )",job_대학생,job_대학원생,job_직장인,job_취준생,re_registration_아니요,re_registration_예,nationality_Unknown,nationality_내국인,nationality_외국인,"inflow_route_B.D.A 행사 (잡페스티벌, WAVE)",inflow_route_bda 9기활동,inflow_route_교내 플랫폼 (에브리타임 X),inflow_route_기존 BDA 오픈채팅방,inflow_route_기존 BDA 학회원,inflow_route_기존 학회원 또는 운영진,inflow_route_기타,inflow_route_네이버 블로그,"inflow_route_대외활동 사이트(링커리어, 캠퍼스픽, 캠퍼즈, 위비티 등)",inflow_route_에브리타임,inflow_route_인스타그램,inflow_route_인터넷 검색,inflow_route_지인 추천,"inflow_route_직장인 커뮤니티(블라인드, 링크드인 등)","whyBDA_BDA 학회원만의 혜택을 누리고 싶어서(현직자 강연, 잡 페스티벌, 기업연계 공모전 등)","whyBDA_강연, 기업연계 및 공모전 참여로 능력 향상",whyBDA_시간적으로 부담이 없어서,whyBDA_이전 기수에 매우 만족해서,"whyBDA_큰 규모인 만큼, 커리큘럼이나 운영 등 관리가 잘 될것 같아서",whyBDA_학교에 빅데이터 학회가 없어서 ,"whyBDA_학회 가입 시 코딩 테스트, 면접 등을 보지 않아서",whyBDA_현직자 강연 등 BDA 학회원의 혜택과 큰 규모인 만큼 관리가 잘 될 것 같다는 기대,whyBDA_현직자의 강의를 듣고 싶어서,whyBDA_혼자 공부하기 어려워서,"what_to_gain_개인적으로는 데이터 분석 역량을 키우고, 인적 네트워크를 다져 프로젝트 등 경험과 실적을 쌓을 수 있는 힘을 기르고 또 그렇게 하기 위함 ",what_to_gain_공모전 경험,what_to_gain_공모전과 프로젝트,"what_to_gain_기초적인 python, sql 지식 숙지",what_to_gain_데이터 분석 역량,"what_to_gain_분석 역량, 공모전 경험, 인적 네트워크",what_to_gain_사실 한가지를 고르기 어렵습니다..ㅠㅠ 학회를 통해 위의 4가지와 협업에 계신 전문가님들에게 유익한 정보를 얻고 소중한 경험을 하고 싶습니다.,what_to_gain_위 모두 ..!,what_to_gain_위 항목 전체,what_to_gain_인적 네트워크,what_to_gain_취업팁,what_to_gain_프로젝트 경험,hope_for_group_네. 오프라인으로 참여하고 싶어요,hope_for_group_네. 온라인으로 참여하고 싶어요,hope_for_group_아니요. 개인적으로 학회 활동을 하고 싶어요,previous_class_3_0005 : 데이터 분석 입문반 (통계),previous_class_3_0006 : 데이터 분석 전처리반(판다스),previous_class_3_Unknown,previous_class_3_해당없음,previous_class_4_0001 : 파이썬 문법 기초반,previous_class_4_0005 : 데이터 분석 입문반 (통계),previous_class_4_0006 : 데이터 분석 전처리반(판다스),previous_class_4_0009 : 데이터 분석 개념반,previous_class_4_Unknown,previous_class_4_해당없음,previous_class_5_0001 : 파이썬 문법 기초반,previous_class_5_0004 : 데이터 분석 입문반 (머신러닝),previous_class_5_0005 : 데이터 분석 입문반 (통계),previous_class_5_0006 : 데이터 분석 전처리반(판다스),previous_class_5_Unknown,previous_class_5_해당없음,previous_class_6_0001 : 파이썬 문법 기초반,"previous_class_6_0001 : 파이썬 문법 기초반, 0003 : R문법 기초반","previous_class_6_0001 : 파이썬 문법 기초반, 0004 : 데이터 분석 입문반 (머신러닝)",previous_class_6_0004 : 데이터 분석 입문반 (머신러닝),previous_class_6_0005 : 데이터 분석 입문반 (통계),previous_class_6_0006 : 데이터 분석 전처리반(판다스),previous_class_6_0007 : 데이터 분석 전처리 적용반,previous_class_6_0008 : 데이터 분석 모델링반 (ML1),previous_class_6_0009 : 데이터 분석 개념반,previous_class_6_Unknown,previous_class_6_해당없음,previous_class_7_0001 : 파이썬 문법 기초반,"previous_class_7_0001 : 파이썬 문법 기초반, 0002 : SQL 문법 기초반","previous_class_7_0001 : 파이썬 문법 기초반, 0009 : 데이터 분석 개념반",previous_class_7_0002 : SQL 문법 기초반,"previous_class_7_0002 : SQL 문법 기초반, 0004 : 데이터 분석 입문반 (머신러닝)",previous_class_7_0004 : 데이터 분석 입문반 (머신러닝),"previous_class_7_0004 : 데이터 분석 입문반 (머신러닝), 0006 : 데이터 분석 전처리반(판다스)",previous_class_7_0005 : 데이터 분석 입문반 (통계),previous_class_7_0006 : 데이터 분석 전처리반(판다스),previous_class_7_0008 : 데이터 분석 모델링반 (ML1),previous_class_7_0009 : 데이터 분석 개념반,previous_class_7_Unknown,previous_class_7_해당없음,"previous_class_7_해당없음, 0004 : 데이터 분석 입문반 (머신러닝)",desired_career_path_대학원 진학,desired_career_path_이직,desired_career_path_창업,desired_career_path_취업,desired_career_path_현재 직장 유지,project_type_개인,project_type_팀,incumbents_level_시니어 (10년차 ~),incumbents_level_주니어 (0~3년차),incumbents_lecture_산업 트렌드 (예시: ChatGPT로 인한 직무 변화),incumbents_lecture_원동력,incumbents_lecture_위 3개 전부 다,incumbents_lecture_위 항목 전부 다,incumbents_lecture_위에 3가지 모두 듣고 싶습니다,incumbents_lecture_직무 강의 (예시: 실무 진행 방식 및 직무 준비생을 위한 팁),incumbents_lecture_취업하기 위해 준비했던 각종 데이터 관련 경험들,incumbents_lecture_커리어 패스 과정 (예시: 비전공자/전공자의 취업 준비 및 이직 과정),incumbents_lecture_커리어 패스 과정과 직무 강의 둘다 궁금합니다 ,incumbents_lecture_커리어 패스 과정과 직무 강의를 듣고 싶습니다,"incumbents_lecture_커리어패스, 산업 트렌드",incumbents_lecture_type_오프라인,"incumbents_lecture_type_온, 오프라인 동시",incumbents_lecture_type_온라인,incumbents_lecture_scale_...,incumbents_lecture_scale_100명 이상의 강의리스너와 1명 현직자 ,incumbents_lecture_scale_100명 이상의 리스너와 1-2명의 현직자,incumbents_lecture_scale_100명 이상의 리스너와 10명 이상의 현직자,incumbents_lecture_scale_100명 이상의 리스너와 3명 이상의 현직자,incumbents_lecture_scale_100명 이상의 리스너와 3명의 현직자,incumbents_lecture_scale_10명 내외의 강의 리스너와 1명의 현직자,incumbents_lecture_scale_3~50명 내외의 강의 리스너와 1명의 현직자,incumbents_lecture_scale_상관없음,incumbents_lecture_scale_온라인의 경우 3~50명 내외의 강의 리스너 / 오프라인의 경우 10명 내외의 강의 리스너를 희망합니다.,contest_participation_1,contest_participation_Unknown,contest_participation_국민여행조사' <- 관광지식정보시스템(문화체육관광부)에서 2022 ~ 2023년 국민여행조사 데이터를 수집.,contest_participation_그 후 네이버 리뷰에서 관광지 리뷰를 전처리 하여(KoNLPy를 사용) 리뷰 데이터로 명소의 특징이 남아있는 명사 데이터를 제하고 모두 제거. 남아있는 변수들중 빈도가 높은 걸로 각각 7개씩 추출후 군집분석 결과와 매칭하여 여행 코스를 짬.,contest_participation_대상을 50세 이상의 시니어로 선정.,contest_participation_데이터 :,contest_participation_전처리 과정 :,completed
16,229,12,True,1,-1.0,-1.0,-1.0,-1.0,15,58,4.0,2.0,45,51,6,61,21,829,210,137,-1.0,4,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
47,220,12,False,4,-1.0,-1.0,-1.0,-1.0,15,58,8.0,2.0,2,36,43,26,6,376,645,19,-1.0,32,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
70,30,12,False,13,-1.0,-1.0,-1.0,-1.0,15,33,7.0,3.0,42,36,59,0,9,655,463,50,-1.0,36,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
35,220,13,False,5,-1.0,-1.0,-1.0,-1.0,15,33,6.0,2.0,42,51,2,113,6,790,396,136,-1.0,31,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
11,16,13,True,13,-1.0,-1.0,-1.0,-1.0,15,0,3.0,3.0,37,51,7,92,25,37,298,107,-1.0,61,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
11,47,138,False,5,-1.0,-1.0,-1.0,-1.0,15,48,9.0,2.0,42,51,43,47,6,810,213,108,-1.0,69,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
22,203,13,False,4,5.0,-1.0,-1.0,-1.0,0,54,8.0,1.0,44,0,101,103,25,29,368,128,-1.0,61,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
27,16,13,False,8,-1.0,-1.0,-1.0,-1.0,7,33,6.0,2.0,167,2,112,91,6,373,412,2,-1.0,69,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
13,220,12,False,1,-1.0,-1.0,-1.0,-1.0,15,58,9.0,2.0,120,51,2,78,6,783,388,136,-1.0,28,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
16,132,12,False,7,-1.0,-1.0,-1.0,-1.0,3,56,8.0,3.0,9,51,13,41,9,704,214,120,-1.0,31,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
13,16,13,True,4,-1.0,-1.0,-1.0,-1.0,15,0,4.0,3.0,38,51,60,100,25,437,83,136,-1.0,38,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
20,16,13,True,4,8.0,-1.0,-1.0,-1.0,15,0,6.0,3.0,105,51,70,102,9,1118,558,136,-1.0,69,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
24,132,138,False,2,-1.0,-1.0,-1.0,-1.0,15,51,5.0,2.0,42,51,9,49,9,28,394,163,-1.0,43,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
36,30,13,True,2,-1.0,-1.0,-1.0,-1.0,15,33,4.0,4.0,36,51,70,64,25,658,160,70,-1.0,28,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4,229,12,False,13,-1.0,-1.0,-1.0,-1.0,16,57,-1.0,4.0,44,0,75,1,6,0,17,65,-1.0,27,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2,16,13,True,2,-1.0,-1.0,-1.0,-1.0,15,33,4.0,3.0,38,51,79,62,9,1020,210,136,-1.0,38,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
24,229,13,False,2,6.0,-1.0,-1.0,-1.0,15,58,6.0,6.0,100,51,124,38,25,1132,160,112,-1.0,64,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
84,16,12,False,2,-1.0,-1.0,-1.0,-1.0,15,4,6.0,2.0,122,51,13,114,25,1235,424,145,-1.0,62,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
29,30,12,False,1,-1.0,-1.0,-1.0,-1.0,15,20,6.0,2.0,30,51,29,75,6,271,2,170,-1.0,28,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
11,16,13,False,4,-1.0,-1.0,-1.0,-1.0,15,33,2.0,2.0,0,51,70,92,25,134,160,170,-1.0,27,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
45,47,12,False,12,-1.0,-1.0,-1.0,-1.0,16,23,8.0,2.0,42,20,156,75,9,1124,610,65,-1.0,43,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
22,30,13,False,4,6.0,-1.0,-1.0,-1.0,15,20,8.0,5.0,42,51,6,0,9,858,610,108,-1.0,43,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
22,16,13,True,13,-1.0,-1.0,-1.0,-1.0,15,0,9.0,6.0,1,48,135,75,9,266,261,65,-1.0,59,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
83,16,13,False,1,-1.0,-1.0,-1.0,-1.0,15,51,6.0,1.0,42,51,2,50,9,1328,495,65,-1.0,4,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
27,16,13,True,4,-1.0,-1.0,-1.0,-1.0,15,0,4.0,2.0,12,51,70,92,25,637,481,92,-1.0,61,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
65,30,12,True,11,-1.0,-1.0,-1.0,-1.0,15,33,6.0,2.0,28,51,41,75,6,593,217,13,-1.0,74,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
35,132,12,False,2,-1.0,-1.0,-1.0,-1.0,15,51,4.0,4.0,100,51,95,91,6,298,693,91,-1.0,37,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
24,220,138,False,1,-1.0,-1.0,-1.0,-1.0,15,51,6.0,10.0,54,51,9,110,9,695,110,164,-1.0,69,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
81,30,13,True,1,2.0,-1.0,-1.0,-1.0,15,20,4.0,3.0,83,46,6,28,21,911,356,109,-1.0,28,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
18,16,13,True,12,-1.0,-1.0,-1.0,-1.0,15,0,8.0,4.0,18,51,41,46,9,1049,618,66,-1.0,59,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
28,16,20,True,4,-1.0,-1.0,-1.0,-1.0,15,0,4.0,2.0,2,51,13,113,6,412,539,83,-1.0,57,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
